Id_Atenci¢n;Fecha;Hora_Acceso1;Turno;Posic1;delta1;deltaMinuto1;Desp1;delta2;HoraFechaPos1;HoraFechaDesp1;deltafecha2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atenci¢n_O1;SUMA_ATENCION_O1_delta_3;Responsable_O1;Min_Atenci¢n_O2_delta_4;Responsable_O2;Min_port_salida_delta_5
1111;24-02-2017;NA;T3;23:56:12;#­VALOR!;0.00000;23:58:38;0:02:26;24-02-17 23:56:12;24-02-17 23:58:38;2.433333326;Inv1;Medicamentos;4.03;8.90;12.93;Inv4;53.39;Inv5;0.73
1112;24-02-2017;NA;T3;23:06:20;#­VALOR!;0.00000;23:13:06;0:06:46;24-02-17 23:06:20;24-02-17 23:13:06;6.766666666;Inv1;Textil;7.76;13.55;21.30;Inv4;40.64;Inv5;0.94
1114;24-02-2017;NA;T3;23:26:53;#­VALOR!;0.00000;23:27:51;0:00:58;24-02-17 23:26:53;24-02-17 23:27:51;0.966666662;Inv1;Medicamentos;6.71;11.59;18.30;Inv4;69.57;Inv5;0.32
1116;24-02-2017;NA;T3;23:29:08;#­VALOR!;0.00000;23:30:13;0:01:05;24-02-17 23:29:08;24-02-17 23:30:13;1.083333325;Inv1;Medicamentos;6.51;8.86;15.37;Inv4;44.29;Inv5;0.18
1118;24-02-2017;NA;T3;23:49:17;#­VALOR!;0.00000;23:51:22;0:02:05;24-02-17 23:49:17;24-02-17 23:51:22;2.083333338;Inv1;Textos ;6.22;6.15;12.36;Inv4;30.73;Inv5;0.59
1119;24-02-2017;NA;T3;23:46:10;#­VALOR!;0.00000;23:47:32;0:01:22;24-02-17 23:46:10;24-02-17 23:47:32;1.366666661;Inv1;Textos ;7.81;4.72;12.53;Inv4;28.34;Inv5;0.91
1120;24-02-2017;NA;T3;23:48:14;#­VALOR!;0.00000;23:49:41;0:01:27;24-02-17 23:48:14;24-02-17 23:49:41;1.449999993;Inv1;Medicamentos;8.43;8.95;17.39;Inv4;26.86;Inv5;0.18
1122;24-02-2017;NA;T3;23:44:08;#­VALOR!;0.00000;23:45:36;0:01:28;24-02-17 23:44:08;24-02-17 23:45:36;1.466666664;Inv1;Textos ;1.24;4.33;5.57;Inv4;21.66;Inv5;0.95
1123;24-02-2017;NA;T3;23:15:49;#­VALOR!;0.00000;23:16:55;0:01:06;24-02-17 23:15:49;24-02-17 23:16:55;1.099999995;Inv1;Textil;9.92;7.24;17.17;Inv4;36.22;Inv5;0.69
1125;24-02-2017;NA;T3;23:10:40;#­VALOR!;0.00000;23:12:18;0:01:38;24-02-17 23:10:40;24-02-17 23:12:18;1.633333327;Inv1;Medicamentos;3.23;10.36;13.59;Inv3;31.09;Inv5;0.75
1126;24-02-2017;NA;T3;23:27:02;#­VALOR!;0.00000;23:28:55;0:01:53;24-02-17 23:27:02;24-02-17 23:28:55;1.883333334;Inv1;Medicamentos;6.08;6.70;12.78;Inv3;40.21;Inv5;0.39
1127;24-02-2017;NA;T3;23:18:43;#­VALOR!;0.00000;23:19:47;0:01:04;24-02-17 23:18:43;24-02-17 23:19:47;1.066666665;Inv1;Medicamentos;4.36;12.30;16.66;Inv3;49.21;Inv5;0.20
1128;24-02-2017;NA;T3;23:41:24;#­VALOR!;0.00000;23:42:45;0:01:21;24-02-17 23:41:24;24-02-17 23:42:45;1.350000001;Inv1;Textos ;3.67;6.74;10.40;Inv3;20.21;Inv5;0.43
1129;24-02-2017;NA;T3;23:38:04;#­VALOR!;0.00000;23:39:24;0:01:20;24-02-17 23:38:04;24-02-17 23:39:24;1.333333341;Inv1;Textos ;0.33;8.29;8.62;Inv3;41.44;Inv5;0.20
1131;24-02-2017;NA;T3;23:14:36;#­VALOR!;0.00000;23:15:29;0:00:53;24-02-17 23:14:36;24-02-17 23:15:29;0.88333333;Inv1;Alimentos no perecibles;7.55;5.39;12.93;Inv3;16.17;Inv5;0.03
1132;24-02-2017;NA;T3;23:20:36;#­VALOR!;0.00000;23:21:32;0:00:56;24-02-17 23:20:36;24-02-17 23:21:32;0.933333331;Inv1;Medicamentos;0.43;10.26;10.69;Inv3;61.57;Inv5;0.76
1133;24-02-2017;NA;T3;23:27:49;#­VALOR!;0.00000;23:29:15;0:01:26;24-02-17 23:27:49;24-02-17 23:29:15;1.433333333;Inv1;Bienes de lujo;7.30;6.29;13.59;Inv3;18.87;Inv5;0.26
1136;24-02-2017;NA;T3;23:35:49;#­VALOR!;0.00000;23:37:09;0:01:20;24-02-17 23:35:49;24-02-17 23:37:09;1.333333331;Inv1;Alimentos no perecibles;3.04;10.78;13.82;Inv3;53.89;Inv5;0.48
1137;24-02-2017;NA;T3;23:58:13;#­VALOR!;0.00000;23:59:32;0:01:19;24-02-17 23:58:13;24-02-17 23:59:32;1.31666666;Inv1;Textil;6.77;11.22;17.98;Inv3;44.86;Inv5;0.45
1138;24-02-2017;NA;T3;23:56:18;#­VALOR!;0.00000;23:58:07;0:01:49;24-02-17 23:56:18;24-02-17 23:58:07;1.816666662;Inv1;Medicamentos;4.86;6.24;11.10;Inv3;18.71;Inv5;0.08
1139;24-02-2017;NA;T3;23:49:58;#­VALOR!;0.00000;23:51:38;0:01:40;24-02-17 23:49:58;24-02-17 23:51:38;1.666666669;Inv1;Textil;6.14;13.31;19.45;Inv3;39.94;Inv5;0.82
1143;24-02-2017;NA;T3;23:32:37;#­VALOR!;0.00000;23:35:06;0:02:29;24-02-17 23:32:37;24-02-17 23:35:06;2.483333338;Inv1;Medicamentos;8.22;13.60;21.82;Inv3;40.80;Inv5;0.63
1144;24-02-2017;NA;T3;23:00:05;#­VALOR!;0.00000;23:01:15;0:01:10;24-02-17 23:00:05;24-02-17 23:01:15;1.166666667;Inv1;Medicamentos;2.69;2.71;5.40;Inv3;13.53;Inv5;0.06
1145;24-02-2017;NA;T3;23:21:15;#­VALOR!;0.00000;23:22:59;0:01:44;24-02-17 23:21:15;24-02-17 23:22:59;1.73333333;Inv1;Textil;9.67;4.77;14.44;Inv3;14.32;Inv5;0.78
1146;24-02-2017;NA;T3;23:26:42;#­VALOR!;0.00000;23:27:36;0:00:54;24-02-17 23:26:42;24-02-17 23:27:36;0.900000001;Inv1;Medicamentos;7.96;2.50;10.45;Inv3;9.99;Inv5;0.82
1149;24-02-2017;NA;T3;23:10:44;#­VALOR!;0.00000;23:13:38;0:02:54;24-02-17 23:10:44;24-02-17 23:13:38;2.899999997;Inv1;Medicamentos;2.16;12.45;14.61;Inv3;49.79;Inv5;0.06
1151;24-02-2017;NA;T3;23:28:04;#­VALOR!;0.00000;23:29:47;0:01:43;24-02-17 23:28:04;24-02-17 23:29:47;1.71666667;Inv1;Alimentos no perecibles;2.51;2.21;4.72;Inv3;11.04;Inv5;0.02
1152;24-02-2017;NA;T3;23:15:25;#­VALOR!;0.00000;23:17:27;0:02:02;24-02-17 23:15:25;24-02-17 23:17:27;2.033333327;Inv1;Textil;7.74;5.91;13.65;Inv3;17.73;Inv5;0.63
1153;24-02-2017;NA;T3;23:11:31;#­VALOR!;0.00000;23:12:42;0:01:11;24-02-17 23:11:31;24-02-17 23:12:42;1.183333327;Inv1;Textil;9.70;2.08;11.78;Inv3;8.31;Inv5;0.98
1156;24-02-2017;NA;T3;23:54:38;#­VALOR!;0.00000;23:55:48;0:01:10;24-02-17 23:54:38;24-02-17 23:55:48;1.166666667;Inv1;Medicamentos;3.95;11.78;15.73;Inv3;35.33;Inv5;0.90
1157;24-02-2017;NA;T3;23:09:08;#­VALOR!;0.00000;23:11:11;0:02:03;24-02-17 23:09:08;24-02-17 23:11:11;2.049999997;Inv1;Textil;3.64;0.58;4.22;Inv3;3.46;Inv5;0.44
1158;24-02-2017;NA;T3;23:13:36;#­VALOR!;0.00000;23:15:17;0:01:41;24-02-17 23:13:36;24-02-17 23:15:17;1.683333339;Inv1;Textil;0.42;0.96;1.38;Inv3;2.88;Inv5;0.40
1160;24-02-2017;NA;T3;23:51:49;#­VALOR!;0.00000;23:53:16;0:01:27;24-02-17 23:51:49;24-02-17 23:53:16;1.449999993;Inv1;Bienes de lujo;6.60;3.71;10.31;Inv3;22.28;Inv5;0.90
1161;24-02-2017;NA;T3;23:44:54;#­VALOR!;0.00000;23:46:38;0:01:44;24-02-17 23:44:54;24-02-17 23:46:38;1.73333333;Inv1;Alimentos no perecibles;3.44;6.36;9.81;Inv3;38.19;Inv5;0.88
1165;24-02-2017;NA;T3;23:41:13;#­VALOR!;0.00000;23:43:05;0:01:52;24-02-17 23:41:13;24-02-17 23:43:05;1.866666663;Inv1;Alimentos no perecibles;2.16;9.89;12.05;Inv3;59.34;Inv5;0.69
1166;24-02-2017;NA;T3;23:56:44;#­VALOR!;0.00000;23:57:36;0:00:52;24-02-17 23:56:44;24-02-17 23:57:36;0.86666667;Inv1;Medicamentos;4.46;13.65;18.12;Inv3;81.92;Inv5;0.10
1167;24-02-2017;NA;T3;23:35:20;#­VALOR!;0.00000;23:36:44;0:01:24;24-02-17 23:35:20;24-02-17 23:36:44;1.400000002;Inv1;Alimentos no perecibles;9.37;12.02;21.39;Inv3;60.11;Inv5;0.81
1168;24-02-2017;NA;T3;23:24:00;#­VALOR!;0.00000;23:26:28;0:02:28;24-02-17 23:24:00;24-02-17 23:26:28;2.466666667;Inv1;Textos ;0.20;6.22;6.42;Inv3;24.87;Inv5;0.92
1170;24-02-2017;NA;T3;23:00:45;#­VALOR!;0.00000;23:02:07;0:01:22;24-02-17 23:00:45;24-02-17 23:02:07;1.366666661;Inv1;Medicamentos;6.85;3.68;10.53;Inv3;18.38;Inv5;0.03
1171;24-02-2017;NA;T3;23:58:55;#­VALOR!;0.00000;23:59:29;0:00:34;24-02-17 23:58:55;24-02-17 23:59:29;0.566666673;Inv1;Medicamentos;0.14;2.33;2.48;Inv3;11.67;Inv5;0.64
1172;24-02-2017;NA;T3;23:42:58;#­VALOR!;0.00000;23:44:36;0:01:38;24-02-17 23:42:58;24-02-17 23:44:36;1.633333338;Inv1;Alimentos no perecibles;6.78;5.92;12.70;Inv3;29.62;Inv5;0.15
1174;24-02-2017;NA;T3;23:02:24;#­VALOR!;0.00000;23:03:55;0:01:31;24-02-17 23:02:24;24-02-17 23:03:55;1.516666665;Inv1;Alimentos no perecibles;7.83;8.13;15.95;Inv3;48.75;Inv5;0.65
1175;24-02-2017;NA;T3;23:43:28;#­VALOR!;0.00000;23:44:39;0:01:11;24-02-17 23:43:28;24-02-17 23:44:39;1.183333327;Inv1;Medicamentos;9.72;3.49;13.22;Inv3;17.46;Inv5;0.97
1178;24-02-2017;NA;T3;23:17:23;#­VALOR!;0.00000;23:19:01;0:01:38;24-02-17 23:17:23;24-02-17 23:19:01;1.633333327;Inv1;Textil;0.78;8.14;8.92;Inv3;24.42;Inv5;0.32
1179;24-02-2017;NA;T3;23:25:37;#­VALOR!;0.00000;23:27:02;0:01:25;24-02-17 23:25:37;24-02-17 23:27:02;1.416666673;Inv1;Alimentos no perecibles;0.13;7.35;7.48;Inv3;44.07;Inv5;0.76
1180;24-02-2017;NA;T3;23:07:45;#­VALOR!;0.00000;23:08:56;0:01:11;24-02-17 23:07:45;24-02-17 23:08:56;1.183333327;Inv1;Medicamentos;4.56;10.28;14.84;Inv3;30.85;Inv5;0.47
1181;24-02-2017;NA;T3;23:00:42;#­VALOR!;0.00000;23:04:11;0:03:29;24-02-17 23:00:42;24-02-17 23:04:11;3.48333333;Inv1;Medicamentos;1.62;7.75;9.37;Inv3;23.25;Inv5;0.49
1184;24-02-2017;NA;T3;23:29:31;#­VALOR!;0.00000;23:30:52;0:01:21;24-02-17 23:29:31;24-02-17 23:30:52;1.350000001;Inv1;Textos ;6.31;4.99;11.30;Inv3;14.98;Inv5;0.93
1185;24-02-2017;NA;T3;23:36:18;#­VALOR!;0.00000;23:40:00;0:03:42;24-02-17 23:36:18;24-02-17 23:40:00;3.699999995;Inv1;Textil;2.19;7.39;9.58;Inv3;29.56;Inv5;0.96
1186;24-02-2017;NA;T3;23:30:50;#­VALOR!;0.00000;23:32:15;0:01:25;24-02-17 23:30:50;24-02-17 23:32:15;1.416666663;Inv1;Textil;2.62;1.55;4.17;Inv3;6.20;Inv5;0.00
1187;24-02-2017;NA;T3;23:13:42;#­VALOR!;0.00000;23:14:20;0:00:38;24-02-17 23:13:42;24-02-17 23:14:20;0.633333335;Inv1;Medicamentos;5.56;9.55;15.11;Inv3;38.22;Inv5;0.07
1190;24-02-2017;NA;T3;23:20:01;#­VALOR!;0.00000;23:21:03;0:01:02;24-02-17 23:20:01;24-02-17 23:21:03;1.033333334;Inv1;Medicamentos;7.93;6.82;14.75;Inv3;20.46;Inv5;0.09
1193;25-02-2017;NA;T3;0:00:00;#­VALOR!;0.00000;0:01:46;0:01:46;25-02-17 0:00:00;25-02-17 0:01:46;1.766666671;Inv1;Alimentos no perecibles;0.64;9.94;10.58;Inv3;39.76;Inv5;0.76
1199;25-02-2017;NA;T3;0:36:36;#­VALOR!;0.00000;0:37:54;0:01:18;25-02-17 0:36:36;25-02-17 0:37:54;1.3;Inv1;Medicamentos;2.44;11.63;14.07;Inv3;46.53;Inv5;0.79
1203;25-02-2017;NA;T3;0:54:42;#­VALOR!;0.00000;0:56:30;0:01:48;25-02-17 0:54:42;25-02-17 0:56:30;1.799999991;Inv1;Textil;2.66;12.13;14.78;Inv3;36.38;Inv5;0.52
1208;25-02-2017;NA;T3;0:31:10;#­VALOR!;0.00000;0:32:32;0:01:22;25-02-17 0:31:10;25-02-17 0:32:32;1.366666661;Inv1;Medicamentos;5.40;8.08;13.48;Inv3;40.42;Inv5;0.66
1209;25-02-2017;NA;T3;0:50:13;#­VALOR!;0.00000;0:53:03;0:02:50;25-02-17 0:50:13;25-02-17 0:53:03;2.833333325;Inv1;Alimentos no perecibles;5.96;5.41;11.36;Inv3;21.62;Inv5;0.55
1210;25-02-2017;NA;T3;0:01:46;#­VALOR!;0.00000;0:02:30;0:00:44;25-02-17 0:01:46;25-02-17 0:02:30;0.733333327;Inv1;Medicamentos;6.92;4.61;11.53;Inv3;18.46;Inv5;0.19
1211;25-02-2017;NA;T3;0:42:43;#­VALOR!;0.00000;0:43:53;0:01:10;25-02-17 0:42:43;25-02-17 0:43:53;1.166666667;Inv1;Medicamentos;1.74;13.49;15.23;Inv3;80.97;Inv5;0.93
1212;25-02-2017;NA;T3;0:04:21;#­VALOR!;0.00000;0:06:17;0:01:56;25-02-17 0:04:21;25-02-17 0:06:17;1.933333335;Inv1;Medicamentos;1.49;3.75;5.24;Inv3;15.00;Inv5;0.84
1213;25-02-2017;NA;T3;0:27:37;#­VALOR!;0.00000;0:28:56;0:01:19;25-02-17 0:27:37;25-02-17 0:28:56;1.31666666;Inv1;Medicamentos;6.49;8.75;15.24;Inv3;35.00;Inv5;0.88
1215;25-02-2017;NA;T3;0:41:25;#­VALOR!;0.00000;0:43:08;0:01:43;25-02-17 0:41:25;25-02-17 0:43:08;1.71666667;Inv1;Textil;3.09;6.75;9.84;Inv3;20.24;Inv5;0.37
1216;25-02-2017;NA;T3;0:54:37;#­VALOR!;0.00000;0:56:07;0:01:30;24-02-17 0:54:37;24-02-17 0:56:07;1.500000005;Inv1;Alimentos no perecibles;4.03;9.25;13.28;Inv3;55.50;Inv5;0.78
1218;25-02-2017;NA;T3;0:30:33;#­VALOR!;0.00000;0:32:49;0:02:16;25-02-17 0:30:33;25-02-17 0:32:49;2.266666673;Inv1;Textil;5.88;5.10;10.98;Inv3;15.29;Inv5;0.50
1219;25-02-2017;NA;T3;0:10:23;#­VALOR!;0.00000;0:11:58;0:01:35;25-02-17 0:10:23;25-02-17 0:11:58;1.583333337;Inv1;Alimentos no perecibles;3.64;9.42;13.06;Inv3;47.10;Inv5;0.41
1220;25-02-2017;NA;T3;0:32:55;#­VALOR!;0.00000;0:33:59;0:01:04;25-02-17 0:32:55;25-02-17 0:33:59;1.066666665;Inv1;Medicamentos;0.40;4.63;5.03;Inv3;27.77;Inv5;0.31
1221;25-02-2017;NA;T3;0:29:12;#­VALOR!;0.00000;0:30:03;0:00:51;25-02-17 0:29:12;25-02-17 0:30:03;0.85;Inv1;Medicamentos;5.01;1.71;6.72;Inv3;10.28;Inv5;0.39
1222;25-02-2017;NA;T3;0:54:50;#­VALOR!;0.00000;0:56:51;0:02:01;25-02-17 0:54:50;25-02-17 0:56:51;2.016666667;Inv1;Medicamentos;5.30;3.90;9.20;Inv3;11.71;Inv5;0.38
1223;25-02-2017;NA;T3;0:38:19;#­VALOR!;0.00000;0:39:43;0:01:24;25-02-17 0:38:19;25-02-17 0:39:43;1.400000002;Inv1;Textil;7.09;11.98;19.08;Inv3;71.91;Inv5;0.92
1225;25-02-2017;NA;T3;0:15:46;#­VALOR!;0.00000;0:16:30;0:00:44;25-02-17 0:15:46;25-02-17 0:16:30;0.733333337;Inv1;Medicamentos;3.86;4.68;8.54;Inv3;18.73;Inv5;0.50
1232;25-02-2017;NA;T3;0:37:14;#­VALOR!;0.00000;0:37:57;0:00:43;25-02-17 0:37:14;25-02-17 0:37:57;0.716666667;Inv1;Medicamentos;9.70;7.44;17.14;Inv3;29.76;Inv5;0.28
1233;25-02-2017;NA;T3;0:25:43;#­VALOR!;0.00000;0:29:13;0:03:30;25-02-17 0:25:43;25-02-17 0:29:13;3.500000001;Inv1;Textil;0.23;2.95;3.18;Inv3;14.76;Inv5;0.58
1234;25-02-2017;NA;T3;0:27:23;#­VALOR!;0.00000;0:28:36;0:01:13;25-02-17 0:27:23;25-02-17 0:28:36;1.216666668;Inv1;Textos ;8.57;3.13;11.70;Inv3;15.66;Inv5;0.52
1235;25-02-2017;NA;T3;0:16:54;#­VALOR!;0.00000;0:18:16;0:01:22;25-02-17 0:16:54;25-02-17 0:18:16;1.366666661;Inv1;Medicamentos;0.30;2.91;3.21;Inv3;14.56;Inv5;0.68
1238;25-02-2017;NA;T3;0:10:31;#­VALOR!;0.00000;0:12:35;0:02:04;25-02-17 0:10:31;25-02-17 0:12:35;2.066666668;Inv1;Medicamentos;9.05;4.70;13.75;Inv3;14.11;Inv5;0.89
1240;25-02-2017;NA;T3;0:01:41;#­VALOR!;0.00000;0:04:16;0:02:35;25-02-17 0:01:41;25-02-17 0:04:16;2.58333334;Inv1;Medicamentos;9.79;8.55;18.33;Inv3;42.73;Inv5;0.58
1242;25-02-2017;NA;T3;0:36:05;#­VALOR!;0.00000;0:37:17;0:01:12;25-02-17 0:36:05;25-02-17 0:37:17;1.199999998;Inv1;Medicamentos;5.20;7.65;12.85;Inv3;45.91;Inv5;0.80
1244;25-02-2017;NA;T3;0:40:58;#­VALOR!;0.00000;0:42:34;0:01:36;25-02-17 0:40:58;25-02-17 0:42:34;1.599999997;Inv1;Medicamentos;9.03;1.20;10.23;Inv3;7.19;Inv5;0.85
1245;25-02-2017;NA;T3;0:39:28;#­VALOR!;0.00000;0:40:11;0:00:43;25-02-17 0:39:28;25-02-17 0:40:11;0.716666667;Inv1;Medicamentos;3.94;12.44;16.38;Inv3;49.76;Inv5;0.09
1250;25-02-2017;NA;T3;0:32:09;#­VALOR!;0.00000;0:33:24;0:01:15;25-02-17 0:32:09;25-02-17 0:33:24;1.249999999;Inv1;Medicamentos;2.92;9.44;12.36;Inv3;56.64;Inv5;0.50
1251;25-02-2017;NA;T3;0:58:34;#­VALOR!;0.00000;0:59:47;0:01:13;25-02-17 0:58:34;25-02-17 0:59:47;1.216666668;Inv1;Alimentos no perecibles;1.41;6.86;8.27;Inv3;20.59;Inv5;0.27
1252;25-02-2017;NA;T3;0:36:09;#­VALOR!;0.00000;0:38:04;0:01:55;25-02-17 0:36:09;25-02-17 0:38:04;1.916666675;Inv1;Textos ;1.25;1.07;2.32;Inv3;3.22;Inv5;0.72
1256;25-02-2017;NA;T3;0:13:40;#­VALOR!;0.00000;0:14:44;0:01:04;25-02-17 0:13:40;25-02-17 0:14:44;1.066666665;Inv1;Medicamentos;9.97;1.12;11.09;Inv3;6.73;Inv5;0.54
1257;25-02-2017;NA;T3;0:13:30;#­VALOR!;0.00000;0:20:25;0:06:55;25-02-17 0:13:30;25-02-17 0:20:25;6.91666666;Inv1;Textil;9.14;4.47;13.61;Inv3;17.89;Inv5;0.86
1258;25-02-2017;NA;T3;0:09:50;#­VALOR!;0.00000;0:11:31;0:01:41;25-02-17 0:09:50;25-02-17 0:11:31;1.683333329;Inv1;Medicamentos;0.60;12.14;12.74;Inv3;60.70;Inv5;0.93
1260;25-02-2017;NA;T3;0:44:08;#­VALOR!;0.00000;0:46:13;0:02:05;25-02-17 0:44:08;25-02-17 0:46:13;2.083333338;Inv1;Medicamentos;4.36;12.94;17.30;Inv3;51.76;Inv5;0.40
1261;25-02-2017;NA;T3;0:41:31;#­VALOR!;0.00000;0:42:54;0:01:23;25-02-17 0:41:31;25-02-17 0:42:54;1.383333332;Inv1;Textil;4.53;3.32;7.84;Inv3;9.95;Inv5;0.65
1262;25-02-2017;NA;T3;0:24:52;#­VALOR!;0.00000;0:26:13;0:01:21;25-02-17 0:24:52;25-02-17 0:26:13;1.350000001;Inv1;Medicamentos;5.79;7.78;13.57;Inv3;46.69;Inv5;0.57
1264;25-02-2017;NA;T3;1:23:13;#­VALOR!;0.00000;1:24:36;0:01:23;25-02-17 1:23:13;25-02-17 1:24:36;1.383333332;Inv1;Alimentos no perecibles;5.58;12.51;18.09;Inv3;75.03;Inv5;0.56
1265;25-02-2017;NA;T3;1:56:38;#­VALOR!;0.00000;2:23:00;0:26:22;25-02-17 1:56:38;25-02-17 2:23:00;26.36666667;Inv1;Alimentos no perecibles;1.73;1.60;3.33;Inv3;6.41;Inv5;0.55
1267;25-02-2017;NA;T3;1:18:45;#­VALOR!;0.00000;1:20:25;0:01:40;25-02-17 1:18:45;25-02-17 1:20:25;1.666666669;Inv1;Medicamentos;2.18;5.31;7.49;Inv3;21.25;Inv5;0.32
1270;25-02-2017;NA;T3;1:05:15;#­VALOR!;0.00000;1:07:20;0:02:05;25-02-17 1:05:15;25-02-17 1:07:20;2.083333338;Inv1;Textos ;9.68;8.86;18.54;Inv3;53.18;Inv5;0.87
1271;25-02-2017;NA;T3;1:38:03;#­VALOR!;0.00000;1:38:33;0:00:30;25-02-17 1:38:03;25-02-17 1:38:33;0.500000002;Inv1;Medicamentos;0.69;4.81;5.50;Inv3;14.44;Inv5;0.14
1272;25-02-2017;NA;T3;1:03:18;#­VALOR!;0.00000;1:05:16;0:01:58;25-02-17 1:03:18;25-02-17 1:05:16;1.966666665;Inv1;Alimentos no perecibles;6.61;13.73;20.33;Inv3;82.37;Inv5;0.38
1273;25-02-2017;NA;T3;1:09:36;#­VALOR!;0.00000;1:13:19;0:03:43;25-02-17 1:09:36;25-02-17 1:13:19;3.716666666;Inv1;Textos ;5.88;2.49;8.38;Inv3;9.98;Inv5;0.11
1274;25-02-2017;NA;T3;1:31:15;#­VALOR!;0.00000;1:32:19;0:01:04;25-02-17 1:31:15;25-02-17 1:32:19;1.066666665;Inv1;Alimentos no perecibles;1.57;1.86;3.43;Inv3;11.14;Inv5;0.65
1276;25-02-2017;NA;T3;1:19:53;#­VALOR!;0.00000;1:22:13;0:02:20;25-02-17 1:19:53;25-02-17 1:22:13;2.333333334;Inv1;Textil;2.50;0.07;2.56;Inv3;0.20;Inv5;0.32
1277;25-02-2017;NA;T3;1:31:10;#­VALOR!;0.00000;1:33:02;0:01:52;25-02-17 1:31:10;25-02-17 1:33:02;1.866666663;Inv1;Medicamentos;2.14;2.03;4.17;Inv3;6.10;Inv5;0.46
1279;25-02-2017;NA;T3;1:23:45;#­VALOR!;0.00000;1:30:50;0:07:05;25-02-17 1:23:45;25-02-17 1:30:50;7.083333334;Inv1;Textos ;6.64;13.51;20.15;Inv3;81.08;Inv5;0.50
1282;25-02-2017;NA;T3;1:26:47;#­VALOR!;0.00000;1:28:15;0:01:28;25-02-17 1:26:47;25-02-17 1:28:15;1.466666664;Inv1;Alimentos no perecibles;1.73;8.13;9.86;Inv3;32.51;Inv5;0.04
1284;25-02-2017;NA;T3;1:28:37;#­VALOR!;0.00000;1:30:18;0:01:41;25-02-17 1:28:37;25-02-17 1:30:18;1.683333329;Inv1;Textil;8.88;0.60;9.48;Inv3;2.41;Inv5;0.90
1286;25-02-2017;NA;T3;1:30:40;#­VALOR!;0.00000;1:32:04;0:01:24;25-02-17 1:30:40;25-02-17 1:32:04;1.400000002;Inv1;Alimentos no perecibles;3.33;12.83;16.16;Inv3;38.49;Inv5;0.05
1287;25-02-2017;NA;T3;1:41:57;#­VALOR!;0.00000;1:44:01;0:02:04;25-02-17 1:41:57;25-02-17 1:44:01;2.066666668;Inv1;Textil;2.98;4.52;7.50;Inv3;18.09;Inv5;0.50
1288;25-02-2017;NA;T3;1:49:10;#­VALOR!;0.00000;1:51:05;0:01:55;25-02-17 1:49:10;25-02-17 1:51:05;1.916666675;Inv1;Alimentos no perecibles;2.17;7.15;9.32;Inv3;21.46;Inv5;0.74
1289;25-02-2017;NA;T3;1:39:14;#­VALOR!;0.00000;1:40:44;0:01:30;25-02-17 1:39:14;25-02-17 1:40:44;1.500000005;Inv1;Alimentos no perecibles;7.74;9.72;17.46;Inv3;29.15;Inv5;0.96
1292;25-02-2017;NA;T3;1:34:24;#­VALOR!;0.00000;1:36:47;0:02:23;25-02-17 1:34:24;25-02-17 1:36:47;2.383333335;Inv1;Textil;4.20;13.56;17.77;Inv3;81.39;Inv5;0.60
1294;25-02-2017;NA;T3;1:27:08;#­VALOR!;0.00000;1:27:31;0:00:23;25-02-17 1:27:08;25-02-17 1:27:31;0.383333329;Inv1;Medicamentos;8.14;5.51;13.65;Inv3;16.54;Inv5;0.83
1296;25-02-2017;NA;T3;1:32:26;#­VALOR!;0.00000;1:33:56;0:01:30;25-02-17 1:32:26;25-02-17 1:33:56;1.499999994;Inv1;Textos ;6.87;11.46;18.32;Inv3;68.73;Inv5;0.94
1297;25-02-2017;NA;T3;1:12:02;#­VALOR!;0.00000;1:18:44;0:06:42;25-02-17 1:12:02;25-02-17 1:18:44;6.699999995;Inv1;Bienes de lujo;4.42;12.65;17.08;Inv3;37.96;Inv5;0.46
1298;25-02-2017;NA;T3;1:17:23;#­VALOR!;0.00000;1:19:24;0:02:01;25-02-17 1:17:23;25-02-17 1:19:24;2.016666667;Inv1;Textil;7.01;13.27;20.27;Inv3;39.80;Inv5;0.95
1299;25-02-2017;NA;T3;1:50:32;#­VALOR!;0.00000;1:50:56;0:00:24;25-02-17 1:50:32;25-02-17 1:50:56;0.399999999;Inv1;Medicamentos;9.47;4.89;14.35;Inv3;14.67;Inv5;0.73
1303;25-02-2017;NA;T3;1:11:41;#­VALOR!;0.00000;1:13:47;0:02:06;25-02-17 1:11:41;25-02-17 1:13:47;2.099999998;Inv1;Textil;7.25;6.63;13.88;Inv3;33.14;Inv5;0.36
1306;25-02-2017;NA;T3;1:36:32;#­VALOR!;0.00000;1:37:53;0:01:21;25-02-17 1:36:32;25-02-17 1:37:53;1.350000001;Inv1;Medicamentos;9.68;3.84;13.52;Inv3;23.02;Inv5;0.20
1309;25-02-2017;NA;T3;1:15:49;#­VALOR!;0.00000;1:17:55;0:02:06;25-02-17 1:15:49;25-02-17 1:17:55;2.100000009;Inv1;Textos ;6.54;3.68;10.22;Inv3;14.72;Inv5;0.92
1312;25-02-2017;NA;T3;1:44:03;#­VALOR!;0.00000;1:44:32;0:00:29;25-02-17 1:44:03;25-02-17 1:44:32;0.483333331;Inv1;Medicamentos;6.85;11.75;18.60;Inv3;70.47;Inv5;0.27
1313;25-02-2017;NA;T3;1:45:39;#­VALOR!;0.00000;1:46:26;0:00:47;25-02-17 1:45:39;25-02-17 1:46:26;0.783333328;Inv1;Medicamentos;2.89;13.40;16.30;Inv3;53.60;Inv5;0.22
