Id_Atención;Patente;Fecha;Hora_Acceso1;Turno;Posic1;Desp1;delta_1;HoraFechaPos1;HoraFechaDesp1;delta_2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atención_O1;delta_3;Responsable_O1;delta_4;Responsable_O2;delta_5
1072;WC2808-22;24-02-2017;NA;T2;22:14:01;22:15:08;NA;24-02-2017 22:14;24-02-2017 22:15;1,116666666;Inv1;Medicamentos;0,11;12,81;12,92;Inv4;51,22;Inv5;0,29
1073;WC9672-22;24-02-2017;NA;T2;22:27:01;22:28:11;NA;24-02-2017 22:27;24-02-2017 22:28;1,166666667;Inv1;Textil;3,14;2,96;6,1;Inv4;17,78;Inv5;0,72
1074;WW8045-22;24-02-2017;NA;T2;22:11:11;22:12:01;NA;24-02-2017 22:11;24-02-2017 22:12;0,833333329;Inv1;Textil;8,26;8,76;17,02;Inv4;26,27;Inv5;0,74
1075;WY8301-22;24-02-2017;NA;T2;22:12:26;22:13:27;NA;24-02-2017 22:12;24-02-2017 22:13;1,016666663;Inv1;Textil;4,72;4,83;9,55;Inv4;24,17;Inv5;0,91
1076;XV1576-22;24-02-2017;NA;T2;22:30:58;22:31:35;NA;24-02-2017 22:30;24-02-2017 22:31;0,616666675;Inv1;Medicamentos;1,1;12,4;13,49;Inv4;49,59;Inv5;0,05
1077;XY4127-22;24-02-2017;NA;T2;22:49:22;22:51:22;NA;24-02-2017 22:49;24-02-2017 22:51;1,999999996;Inv1;Textos ;4,76;7,73;12,48;Inv4;38,64;Inv5;0,74
1078;YB6613-22;24-02-2017;NA;T2;22:19:09;22:34:25;NA;24-02-2017 22:19;24-02-2017 22:34;15,26666666;Inv1;Medicamentos;1,16;0,72;1,88;Inv4;2,16;Inv5;0,16
1081;YR4687-22;24-02-2017;NA;T2;22:16:31;22:18:11;NA;24-02-2017 22:16;24-02-2017 22:18;1,666666669;Inv1;Alimentos no perecibles;2,49;10,79;13,28;Inv4;43,15;Inv5;0,75
1083;YU3947-22;24-02-2017;NA;T2;22:15:36;22:16:06;NA;24-02-2017 22:15;24-02-2017 22:16;0,500000002;Inv1;Medicamentos;8,7;12,07;20,77;Inv4;36,21;Inv5;0,41
1084;YV4673-22;24-02-2017;NA;T2;22:42:33;22:46:04;NA;24-02-2017 22:42;24-02-2017 22:46;3,516666671;Inv1;Textil;3,28;6,78;10,06;Inv4;40,7;Inv5;0,66
1085;YV4930-22;24-02-2017;NA;T2;22:50:16;22:52:03;NA;24-02-2017 22:50;24-02-2017 22:52;1,783333331;Inv1;Medicamentos;9,23;3,33;12,56;Inv4;9,98;Inv5;0,98
1086;YY4233-22;24-02-2017;NA;T2;22:09:44;22:10:42;NA;24-02-2017 22:09;24-02-2017 22:10;0,966666673;Inv1;Medicamentos;4,95;11,29;16,25;Inv4;67,77;Inv5;0,63
1087;ZH1066-22;24-02-2017;NA;T2;22:36:49;22:37:29;NA;24-02-2017 22:36;24-02-2017 22:37;0,666666665;Inv1;Medicamentos;0,02;9,41;9,43;Inv4;37,65;Inv5;0,61
1088;ZX8197-22;24-02-2017;NA;T2;22:14:36;22:15:16;NA;24-02-2017 22:14;24-02-2017 22:15;0,666666665;Inv1;Medicamentos;5,2;4,4;9,6;Inv4;26,42;Inv5;0,56
1089;ZX8363-22;24-02-2017;NA;T2;22:29:21;22:29:47;NA;24-02-2017 22:29;24-02-2017 22:29;0,43333333;Inv1;Medicamentos;4,97;10,57;15,54;Inv4;31,71;Inv5;0,63
1094;BJ1578-23;24-02-2017;NA;T3;23:52:24;23:53:56;NA;24-02-2017 23:52;24-02-2017 23:53;1,533333325;Inv1;Textos ;6,39;4,03;10,42;Inv4;16,12;Inv5;0,01
1095;BLTL51-23;24-02-2017;NA;T3;23:42:00;23:43:26;NA;24-02-2017 23:42;24-02-2017 23:43;1,433333333;Inv1;Medicamentos;9,77;0,34;10,11;Inv4;1,01;Inv5;0,73
1096;BLWK12-23;24-02-2017;NA;T3;23:54:26;23:56:01;NA;24-02-2017 23:54;24-02-2017 23:56;1,583333337;Inv1;Medicamentos;9,88;10,79;20,67;Inv4;53,94;Inv5;0,92
1097;CCRS90-23;24-02-2017;NA;T3;23:30:54;23:31:39;NA;24-02-2017 23:30;24-02-2017 23:31;0,750000008;Inv1;Alimentos no perecibles;1,32;4,64;5,96;Inv4;13,92;Inv5;0,48
1098;CDRH14-23;24-02-2017;NA;T3;23:06:50;23:07:49;NA;24-02-2017 23:06;24-02-2017 23:07;0,983333333;Inv1;Medicamentos;1,01;12,99;14;Inv4;51,94;Inv5;0,31
1101;CH4890-23;24-02-2017;NA;T3;23:04:25;23:06:32;NA;24-02-2017 23:04;24-02-2017 23:06;2,116666669;Inv1;Textil;5,84;13,3;19,13;Inv4;79,78;Inv5;0,36
1103;CKBJ47-23;24-02-2017;NA;T3;23:13:55;23:15:29;NA;24-02-2017 23:13;24-02-2017 23:15;1,566666666;Inv1;Medicamentos;6;7,23;13,23;Inv4;36,17;Inv5;0,02
1104;CVXT18-23;24-02-2017;NA;T3;23:25:45;23:26:41;NA;24-02-2017 23:25;24-02-2017 23:26;0,933333331;Inv1;Medicamentos;5,59;9,84;15,43;Inv4;29,53;Inv5;0,78
1106;CWXD10-23;24-02-2017;NA;T3;23:29:44;23:30:34;NA;24-02-2017 23:29;24-02-2017 23:30;0,83333334;Inv1;Medicamentos;6,76;2,14;8,9;Inv4;10,69;Inv5;0,07
1107;CXKF95-23;24-02-2017;NA;T3;23:53:09;23:54:14;NA;24-02-2017 23:53;24-02-2017 23:54;1,083333335;Inv1;Medicamentos;3,62;10,12;13,74;Inv4;60,72;Inv5;0,27
1109;CZHY53-23;24-02-2017;NA;T3;23:31:17;23:32:16;NA;24-02-2017 23:31;24-02-2017 23:32;0,983333333;Inv1;Medicamentos;8,03;12,89;20,92;Inv4;51,56;Inv5;0,47
1110;CZZH59-23;24-02-2017;NA;T3;23:46:58;23:48:13;NA;24-02-2017 23:46;24-02-2017 23:48;1,249999999;Inv1;Textos ;1,1;1,44;2,54;Inv4;8,62;Inv5;0,41
1111;DBDC66-23;24-02-2017;NA;T3;23:56:12;23:58:38;NA;24-02-2017 23:56;24-02-2017 23:58;2,433333326;Inv1;Medicamentos;4,03;8,9;12,93;Inv4;53,39;Inv5;0,73
1112;DCBT88-23;24-02-2017;NA;T3;23:06:20;23:13:06;NA;24-02-2017 23:06;24-02-2017 23:13;6,766666666;Inv1;Textil;7,76;13,55;21,3;Inv4;40,64;Inv5;0,94
1114;DFGC91-23;24-02-2017;NA;T3;23:26:53;23:27:51;NA;24-02-2017 23:26;24-02-2017 23:27;0,966666662;Inv1;Medicamentos;6,71;11,59;18,3;Inv4;69,57;Inv5;0,32
1116;DFKT44-23;24-02-2017;NA;T3;23:29:08;23:30:13;NA;24-02-2017 23:29;24-02-2017 23:30;1,083333325;Inv1;Medicamentos;6,51;8,86;15,37;Inv4;44,29;Inv5;0,18
1118;DGHH25-23;24-02-2017;NA;T3;23:49:17;23:51:22;NA;24-02-2017 23:49;24-02-2017 23:51;2,083333338;Inv1;Textos ;6,22;6,15;12,36;Inv4;30,73;Inv5;0,59
1119;DHFD54-23;24-02-2017;NA;T3;23:46:10;23:47:32;NA;24-02-2017 23:46;24-02-2017 23:47;1,366666661;Inv1;Textos ;7,81;4,72;12,53;Inv4;28,34;Inv5;0,91
1120;DKDL90-23;24-02-2017;NA;T3;23:48:14;23:49:41;NA;24-02-2017 23:48;24-02-2017 23:49;1,449999993;Inv1;Medicamentos;8,43;8,95;17,39;Inv4;26,86;Inv5;0,18
1122;DPJY83-23;24-02-2017;NA;T3;23:44:08;23:45:36;NA;24-02-2017 23:44;24-02-2017 23:45;1,466666664;Inv1;Textos ;1,24;4,33;5,57;Inv4;21,66;Inv5;0,95
1123;DSTC18-23;24-02-2017;NA;T3;23:15:49;23:16:55;NA;24-02-2017 23:15;24-02-2017 23:16;1,099999995;Inv1;Textil;9,92;7,24;17,17;Inv4;36,22;Inv5;0,69
1125;FDPP52-23;24-02-2017;NA;T3;23:10:40;23:12:18;NA;24-02-2017 23:10;24-02-2017 23:12;1,633333327;Inv1;Medicamentos;3,23;10,36;13,59;Inv3;31,09;Inv5;0,75
1126;FFLY83-23;24-02-2017;NA;T3;23:27:02;23:28:55;NA;24-02-2017 23:27;24-02-2017 23:28;1,883333334;Inv1;Medicamentos;6,08;6,7;12,78;Inv3;40,21;Inv5;0,39
1127;FHSC79-23;24-02-2017;NA;T3;23:18:43;23:19:47;NA;24-02-2017 23:18;24-02-2017 23:19;1,066666665;Inv1;Medicamentos;4,36;12,3;16,66;Inv3;49,21;Inv5;0,2
1128;FKGK88-23;24-02-2017;NA;T3;23:41:24;23:42:45;NA;24-02-2017 23:41;24-02-2017 23:42;1,350000001;Inv1;Textos ;3,67;6,74;10,4;Inv3;20,21;Inv5;0,43
1129;FKYV69-23;24-02-2017;NA;T3;23:38:04;23:39:24;NA;24-02-2017 23:38;24-02-2017 23:39;1,333333341;Inv1;Textos ;0,33;8,29;8,62;Inv3;41,44;Inv5;0,2
1131;GDVT14-23;24-02-2017;NA;T3;23:14:36;23:15:29;NA;24-02-2017 23:14;24-02-2017 23:15;0,88333333;Inv1;Alimentos no perecibles;7,55;5,39;12,93;Inv3;16,17;Inv5;0,03
1132;GFBC78-23;24-02-2017;NA;T3;23:20:36;23:21:32;NA;24-02-2017 23:20;24-02-2017 23:21;0,933333331;Inv1;Medicamentos;0,43;10,26;10,69;Inv3;61,57;Inv5;0,76
1133;GRSK79-23;24-02-2017;NA;T3;23:27:49;23:29:15;NA;24-02-2017 23:27;24-02-2017 23:29;1,433333333;Inv1;Bienes de lujo;7,3;6,29;13,59;Inv3;18,87;Inv5;0,26
1136;GWFG86-23;24-02-2017;NA;T3;23:35:49;23:37:09;NA;24-02-2017 23:35;24-02-2017 23:37;1,333333331;Inv1;Alimentos no perecibles;3,04;10,78;13,82;Inv3;53,89;Inv5;0,48
1137;GWKV95-23;24-02-2017;NA;T3;23:58:13;23:59:32;NA;24-02-2017 23:58;24-02-2017 23:59;1,31666666;Inv1;Textil;6,77;11,22;17,98;Inv3;44,86;Inv5;0,45
1138;HHWB26-23;24-02-2017;NA;T3;23:56:18;23:58:07;NA;24-02-2017 23:56;24-02-2017 23:58;1,816666662;Inv1;Medicamentos;4,86;6,24;11,1;Inv3;18,71;Inv5;0,08
1139;HJYC77-23;24-02-2017;NA;T3;23:49:58;23:51:38;NA;24-02-2017 23:49;24-02-2017 23:51;1,666666669;Inv1;Textil;6,14;13,31;19,45;Inv3;39,94;Inv5;0,82
1143;HLHC68-23;24-02-2017;NA;T3;23:32:37;23:35:06;NA;24-02-2017 23:32;24-02-2017 23:35;2,483333338;Inv1;Medicamentos;8,22;13,6;21,82;Inv3;40,8;Inv5;0,63
1144;HRBB62-23;24-02-2017;NA;T3;23:00:05;23:01:15;NA;24-02-2017 23:00;24-02-2017 23:01;1,166666667;Inv1;Medicamentos;2,69;2,71;5,4;Inv3;13,53;Inv5;0,06
1145;HRWC52-23;24-02-2017;NA;T3;23:21:15;23:22:59;NA;24-02-2017 23:21;24-02-2017 23:22;1,73333333;Inv1;Textil;9,67;4,77;14,44;Inv3;14,32;Inv5;0,78
1146;JBPJ61-23;24-02-2017;NA;T3;23:26:42;23:27:36;NA;24-02-2017 23:26;24-02-2017 23:27;0,900000001;Inv1;Medicamentos;7,96;2,5;10,45;Inv3;9,99;Inv5;0,82
1149;MZ6349-23;24-02-2017;NA;T3;23:10:44;23:13:38;NA;24-02-2017 23:10;24-02-2017 23:13;2,899999997;Inv1;Medicamentos;2,16;12,45;14,61;Inv3;49,79;Inv5;0,06
1151;NT6778-23;24-02-2017;NA;T3;23:28:04;23:29:47;NA;24-02-2017 23:28;24-02-2017 23:29;1,71666667;Inv1;Alimentos no perecibles;2,51;2,21;4,72;Inv3;11,04;Inv5;0,02
1152;NT7627-23;24-02-2017;NA;T3;23:15:25;23:17:27;NA;24-02-2017 23:15;24-02-2017 23:17;2,033333327;Inv1;Textil;7,74;5,91;13,65;Inv3;17,73;Inv5;0,63
1153;NU7713-23;24-02-2017;NA;T3;23:11:31;23:12:42;NA;24-02-2017 23:11;24-02-2017 23:12;1,183333327;Inv1;Textil;9,7;2,08;11,78;Inv3;8,31;Inv5;0,98
1156;NZ1125-23;24-02-2017;NA;T3;23:54:38;23:55:48;NA;24-02-2017 23:54;24-02-2017 23:55;1,166666667;Inv1;Medicamentos;3,95;11,78;15,73;Inv3;35,33;Inv5;0,9
1157;PD1692-23;24-02-2017;NA;T3;23:09:08;23:11:11;NA;24-02-2017 23:09;24-02-2017 23:11;2,049999997;Inv1;Textil;3,64;0,58;4,22;Inv3;3,46;Inv5;0,44
1158;PG2191-23;24-02-2017;NA;T3;23:13:36;23:15:17;NA;24-02-2017 23:13;24-02-2017 23:15;1,683333339;Inv1;Textil;0,42;0,96;1,38;Inv3;2,88;Inv5;0,4
1160;PL1117-23;24-02-2017;NA;T3;23:51:49;23:53:16;NA;24-02-2017 23:51;24-02-2017 23:53;1,449999993;Inv1;Bienes de lujo;6,6;3,71;10,31;Inv3;22,28;Inv5;0,9
1161;PZ1393-23;24-02-2017;NA;T3;23:44:54;23:46:38;NA;24-02-2017 23:44;24-02-2017 23:46;1,73333333;Inv1;Alimentos no perecibles;3,44;6,36;9,81;Inv3;38,19;Inv5;0,88
1165;SK7808-23;24-02-2017;NA;T3;23:41:13;23:43:05;NA;24-02-2017 23:41;24-02-2017 23:43;1,866666663;Inv1;Alimentos no perecibles;2,16;9,89;12,05;Inv3;59,34;Inv5;0,69
1166;SZ8284-23;24-02-2017;NA;T3;23:56:44;23:57:36;NA;24-02-2017 23:56;24-02-2017 23:57;0,86666667;Inv1;Medicamentos;4,46;13,65;18,12;Inv3;81,92;Inv5;0,1
1167;TV1780-23;24-02-2017;NA;T3;23:35:20;23:36:44;NA;24-02-2017 23:35;24-02-2017 23:36;1,400000002;Inv1;Alimentos no perecibles;9,37;12,02;21,39;Inv3;60,11;Inv5;0,81
1168;TX3963-23;24-02-2017;NA;T3;23:24:00;23:26:28;NA;24-02-2017 23:24;24-02-2017 23:26;2,466666667;Inv1;Textos ;0,2;6,22;6,42;Inv3;24,87;Inv5;0,92
1170;UH1744-23;24-02-2017;NA;T3;23:00:45;23:02:07;NA;24-02-2017 23:00;24-02-2017 23:02;1,366666661;Inv1;Medicamentos;6,85;3,68;10,53;Inv3;18,38;Inv5;0,03
1171;UK9280-23;24-02-2017;NA;T3;23:58:55;23:59:29;NA;24-02-2017 23:58;24-02-2017 23:59;0,566666673;Inv1;Medicamentos;0,14;2,33;2,48;Inv3;11,67;Inv5;0,64
1172;VP8286-23;24-02-2017;NA;T3;23:42:58;23:44:36;NA;24-02-2017 23:42;24-02-2017 23:44;1,633333338;Inv1;Alimentos no perecibles;6,78;5,92;12,7;Inv3;29,62;Inv5;0,15
1174;VV3035-23;24-02-2017;NA;T3;23:02:24;23:03:55;NA;24-02-2017 23:02;24-02-2017 23:03;1,516666665;Inv1;Alimentos no perecibles;7,83;8,13;15,95;Inv3;48,75;Inv5;0,65
1175;WA8229-23;24-02-2017;NA;T3;23:43:28;23:44:39;NA;24-02-2017 23:43;24-02-2017 23:44;1,183333327;Inv1;Medicamentos;9,72;3,49;13,22;Inv3;17,46;Inv5;0,97
1178;WR8490-23;24-02-2017;NA;T3;23:17:23;23:19:01;NA;24-02-2017 23:17;24-02-2017 23:19;1,633333327;Inv1;Textil;0,78;8,14;8,92;Inv3;24,42;Inv5;0,32
1179;WS5578-23;24-02-2017;NA;T3;23:25:37;23:27:02;NA;24-02-2017 23:25;24-02-2017 23:27;1,416666673;Inv1;Alimentos no perecibles;0,13;7,35;7,48;Inv3;44,07;Inv5;0,76
1180;XH5765-23;24-02-2017;NA;T3;23:07:45;23:08:56;NA;24-02-2017 23:07;24-02-2017 23:08;1,183333327;Inv1;Medicamentos;4,56;10,28;14,84;Inv3;30,85;Inv5;0,47
1181;XN1719-23;24-02-2017;NA;T3;23:00:42;23:04:11;NA;24-02-2017 23:00;24-02-2017 23:04;3,48333333;Inv1;Medicamentos;1,62;7,75;9,37;Inv3;23,25;Inv5;0,49
1184;XY1899-23;24-02-2017;NA;T3;23:29:31;23:30:52;NA;24-02-2017 23:29;24-02-2017 23:30;1,350000001;Inv1;Textos ;6,31;4,99;11,3;Inv3;14,98;Inv5;0,93
1185;YG1245-23;24-02-2017;NA;T3;23:36:18;23:40:00;NA;24-02-2017 23:36;24-02-2017 23:40;3,699999995;Inv1;Textil;2,19;7,39;9,58;Inv3;29,56;Inv5;0,96
1186;YG1246-23;24-02-2017;NA;T3;23:30:50;23:32:15;NA;24-02-2017 23:30;24-02-2017 23:32;1,416666663;Inv1;Textil;2,62;1,55;4,17;Inv3;6,2;Inv5;0
1187;YH2677-23;24-02-2017;NA;T3;23:13:42;23:14:20;NA;24-02-2017 23:13;24-02-2017 23:14;0,633333335;Inv1;Medicamentos;5,56;9,55;15,11;Inv3;38,22;Inv5;0,07
1190;ZL3583-23;24-02-2017;NA;T3;23:20:01;23:21:03;NA;24-02-2017 23:20;24-02-2017 23:21;1,033333334;Inv1;Medicamentos;7,93;6,82;14,75;Inv3;20,46;Inv5;0,09
1193;CTYL50-0;25-02-2017;NA;T3;0:00:00;0:01:46;NA;25-02-2017 0:00;25-02-2017 0:01;1,766666671;Inv1;Alimentos no perecibles;0,64;9,94;10,58;Inv3;39,76;Inv5;0,76
1199;BHGS57-0;25-02-2017;NA;T3;0:36:36;0:37:54;NA;25-02-2017 0:36;25-02-2017 0:37;1,3;Inv1;Medicamentos;2,44;11,63;14,07;Inv3;46,53;Inv5;0,79
1203;CPCG56-0;25-02-2017;NA;T3;0:54:42;0:56:30;NA;25-02-2017 0:54;25-02-2017 0:56;1,799999991;Inv1;Textil;2,66;12,13;14,78;Inv3;36,38;Inv5;0,52
1208;CZTP54-0;25-02-2017;NA;T3;0:31:10;0:32:32;NA;25-02-2017 0:31;25-02-2017 0:32;1,366666661;Inv1;Medicamentos;5,4;8,08;13,48;Inv3;40,42;Inv5;0,66
1209;DCYR39-0;25-02-2017;NA;T3;0:50:13;0:53:03;NA;25-02-2017 0:50;25-02-2017 0:53;2,833333325;Inv1;Alimentos no perecibles;5,96;5,41;11,36;Inv3;21,62;Inv5;0,55
1210;DKBT15-0;25-02-2017;NA;T3;0:01:46;0:02:30;NA;25-02-2017 0:01;25-02-2017 0:02;0,733333327;Inv1;Medicamentos;6,92;4,61;11,53;Inv3;18,46;Inv5;0,19
1211;DKDL89-0;25-02-2017;NA;T3;0:42:43;0:43:53;NA;25-02-2017 0:42;25-02-2017 0:43;1,166666667;Inv1;Medicamentos;1,74;13,49;15,23;Inv3;80,97;Inv5;0,93
1212;DLTF77-0;25-02-2017;NA;T3;0:04:21;0:06:17;NA;25-02-2017 0:04;25-02-2017 0:06;1,933333335;Inv1;Medicamentos;1,49;3,75;5,24;Inv3;15;Inv5;0,84
1213;DN3625-0;25-02-2017;NA;T3;0:27:37;0:28:56;NA;25-02-2017 0:27;25-02-2017 0:28;1,31666666;Inv1;Medicamentos;6,49;8,75;15,24;Inv3;35;Inv5;0,88
1215;DPJZ18-0;25-02-2017;NA;T3;0:41:25;0:43:08;NA;25-02-2017 0:41;25-02-2017 0:43;1,71666667;Inv1;Textil;3,09;6,75;9,84;Inv3;20,24;Inv5;0,37
1216;DPRL39-0;25-02-2017;NA;T3;0:54:37;0:56:07;NA;24-02-2017 0:54;24-02-2017 0:56;1,500000005;Inv1;Alimentos no perecibles;4,03;9,25;13,28;Inv3;55,5;Inv5;0,78
1218;FRTK41-0;25-02-2017;NA;T3;0:30:33;0:32:49;NA;25-02-2017 0:30;25-02-2017 0:32;2,266666673;Inv1;Textil;5,88;5,1;10,98;Inv3;15,29;Inv5;0,5
1219;FYJF56-0;25-02-2017;NA;T3;0:10:23;0:11:58;NA;25-02-2017 0:10;25-02-2017 0:11;1,583333337;Inv1;Alimentos no perecibles;3,64;9,42;13,06;Inv3;47,1;Inv5;0,41
1220;GCFF20-0;25-02-2017;NA;T3;0:32:55;0:33:59;NA;25-02-2017 0:32;25-02-2017 0:33;1,066666665;Inv1;Medicamentos;0,4;4,63;5,03;Inv3;27,77;Inv5;0,31
1221;GCTD33-0;25-02-2017;NA;T3;0:29:12;0:30:03;NA;25-02-2017 0:29;25-02-2017 0:30;0,85;Inv1;Medicamentos;5,01;1,71;6,72;Inv3;10,28;Inv5;0,39
1222;GWPY13-0;25-02-2017;NA;T3;0:54:50;0:56:51;NA;25-02-2017 0:54;25-02-2017 0:56;2,016666667;Inv1;Medicamentos;5,3;3,9;9,2;Inv3;11,71;Inv5;0,38
1223;GWWR66-0;25-02-2017;NA;T3;0:38:19;0:39:43;NA;25-02-2017 0:38;25-02-2017 0:39;1,400000002;Inv1;Textil;7,09;11,98;19,08;Inv3;71,91;Inv5;0,92
1225;KT9085-0;25-02-2017;NA;T3;0:15:46;0:16:30;NA;25-02-2017 0:15;25-02-2017 0:16;0,733333337;Inv1;Medicamentos;3,86;4,68;8,54;Inv3;18,73;Inv5;0,5
1232;NK6212-0;25-02-2017;NA;T3;0:37:14;0:37:57;NA;25-02-2017 0:37;25-02-2017 0:37;0,716666667;Inv1;Medicamentos;9,7;7,44;17,14;Inv3;29,76;Inv5;0,28
1233;NN7532-0;25-02-2017;NA;T3;0:25:43;0:29:13;NA;25-02-2017 0:25;25-02-2017 0:29;3,500000001;Inv1;Textil;0,23;2,95;3,18;Inv3;14,76;Inv5;0,58
1234;PN1413-0;25-02-2017;NA;T3;0:27:23;0:28:36;NA;25-02-2017 0:27;25-02-2017 0:28;1,216666668;Inv1;Textos ;8,57;3,13;11,7;Inv3;15,66;Inv5;0,52
1235;PU6980-0;25-02-2017;NA;T3;0:16:54;0:18:16;NA;25-02-2017 0:16;25-02-2017 0:18;1,366666661;Inv1;Medicamentos;0,3;2,91;3,21;Inv3;14,56;Inv5;0,68
1238;TE6352-0;25-02-2017;NA;T3;0:10:31;0:12:35;NA;25-02-2017 0:10;25-02-2017 0:12;2,066666668;Inv1;Medicamentos;9,05;4,7;13,75;Inv3;14,11;Inv5;0,89
1240;TU6935-0;25-02-2017;NA;T3;0:01:41;0:04:16;NA;25-02-2017 0:01;25-02-2017 0:04;2,58333334;Inv1;Medicamentos;9,79;8,55;18,33;Inv3;42,73;Inv5;0,58
1242;UA5279-0;25-02-2017;NA;T3;0:36:05;0:37:17;NA;25-02-2017 0:36;25-02-2017 0:37;1,199999998;Inv1;Medicamentos;5,2;7,65;12,85;Inv3;45,91;Inv5;0,8
1244;UW6188-0;25-02-2017;NA;T3;0:40:58;0:42:34;NA;25-02-2017 0:40;25-02-2017 0:42;1,599999997;Inv1;Medicamentos;9,03;1,2;10,23;Inv3;7,19;Inv5;0,85
1245;UZ5008-0;25-02-2017;NA;T3;0:39:28;0:40:11;NA;25-02-2017 0:39;25-02-2017 0:40;0,716666667;Inv1;Medicamentos;3,94;12,44;16,38;Inv3;49,76;Inv5;0,09
1250;WU5179-0;25-02-2017;NA;T3;0:32:09;0:33:24;NA;25-02-2017 0:32;25-02-2017 0:33;1,249999999;Inv1;Medicamentos;2,92;9,44;12,36;Inv3;56,64;Inv5;0,5
1251;WV6823-0;25-02-2017;NA;T3;0:58:34;0:59:47;NA;25-02-2017 0:58;25-02-2017 0:59;1,216666668;Inv1;Alimentos no perecibles;1,41;6,86;8,27;Inv3;20,59;Inv5;0,27
1252;WX9137-0;25-02-2017;NA;T3;0:36:09;0:38:04;NA;25-02-2017 0:36;25-02-2017 0:38;1,916666675;Inv1;Textos ;1,25;1,07;2,32;Inv3;3,22;Inv5;0,72
1256;XW8590-0;25-02-2017;NA;T3;0:13:40;0:14:44;NA;25-02-2017 0:13;25-02-2017 0:14;1,066666665;Inv1;Medicamentos;9,97;1,12;11,09;Inv3;6,73;Inv5;0,54
1257;YG1245-0;25-02-2017;NA;T3;0:13:30;0:20:25;NA;25-02-2017 0:13;25-02-2017 0:20;6,91666666;Inv1;Textil;9,14;4,47;13,61;Inv3;17,89;Inv5;0,86
1258;YW6274-0;25-02-2017;NA;T3;0:09:50;0:11:31;NA;25-02-2017 0:09;25-02-2017 0:11;1,683333329;Inv1;Medicamentos;0,6;12,14;12,74;Inv3;60,7;Inv5;0,93
1260;ZN8123-0;25-02-2017;NA;T3;0:44:08;0:46:13;NA;25-02-2017 0:44;25-02-2017 0:46;2,083333338;Inv1;Medicamentos;4,36;12,94;17,3;Inv3;51,76;Inv5;0,4
1261;ZS7637-0;25-02-2017;NA;T3;0:41:31;0:42:54;NA;25-02-2017 0:41;25-02-2017 0:42;1,383333332;Inv1;Textil;4,53;3,32;7,84;Inv3;9,95;Inv5;0,65
1262;ZV2216-0;25-02-2017;NA;T3;0:24:52;0:26:13;NA;25-02-2017 0:24;25-02-2017 0:26;1,350000001;Inv1;Medicamentos;5,79;7,78;13,57;Inv3;46,69;Inv5;0,57
1264;BBXV32-1;25-02-2017;NA;T3;1:23:13;1:24:36;NA;25-02-2017 1:23;25-02-2017 1:24;1,383333332;Inv1;Alimentos no perecibles;5,58;12,51;18,09;Inv3;75,03;Inv5;0,56
1265;BD8251-1;25-02-2017;NA;T3;1:56:38;2:23:00;NA;25-02-2017 1:56;25-02-2017 2:23;26,36666667;Inv1;Alimentos no perecibles;1,73;1,6;3,33;Inv3;6,41;Inv5;0,55
1267;BGCG99-1;25-02-2017;NA;T3;1:18:45;1:20:25;NA;25-02-2017 1:18;25-02-2017 1:20;1,666666669;Inv1;Medicamentos;2,18;5,31;7,49;Inv3;21,25;Inv5;0,32
1270;BRCZ57-1;25-02-2017;NA;T3;1:05:15;1:07:20;NA;25-02-2017 1:05;25-02-2017 1:07;2,083333338;Inv1;Textos ;9,68;8,86;18,54;Inv3;53,18;Inv5;0,87
1271;BSYR74-1;25-02-2017;NA;T3;1:38:03;1:38:33;NA;25-02-2017 1:38;25-02-2017 1:38;0,500000002;Inv1;Medicamentos;0,69;4,81;5,5;Inv3;14,44;Inv5;0,14
1272;BTLJ99-1;25-02-2017;NA;T3;1:03:18;1:05:16;NA;25-02-2017 1:03;25-02-2017 1:05;1,966666665;Inv1;Alimentos no perecibles;6,61;13,73;20,33;Inv3;82,37;Inv5;0,38
1273;BTWB85-1;25-02-2017;NA;T3;1:09:36;1:13:19;NA;25-02-2017 1:09;25-02-2017 1:13;3,716666666;Inv1;Textos ;5,88;2,49;8,38;Inv3;9,98;Inv5;0,11
1274;BVXT11-1;25-02-2017;NA;T3;1:31:15;1:32:19;NA;25-02-2017 1:31;25-02-2017 1:32;1,066666665;Inv1;Alimentos no perecibles;1,57;1,86;3,43;Inv3;11,14;Inv5;0,65
1276;BYVC72-1;25-02-2017;NA;T3;1:19:53;1:22:13;NA;25-02-2017 1:19;25-02-2017 1:22;2,333333334;Inv1;Textil;2,5;0,07;2,56;Inv3;0,2;Inv5;0,32
1277;CDWY98-1;25-02-2017;NA;T3;1:31:10;1:33:02;NA;25-02-2017 1:31;25-02-2017 1:33;1,866666663;Inv1;Medicamentos;2,14;2,03;4,17;Inv3;6,1;Inv5;0,46
1279;CFKF36 -1;25-02-2017;NA;T3;1:23:45;1:30:50;NA;25-02-2017 1:23;25-02-2017 1:30;7,083333334;Inv1;Textos ;6,64;13,51;20,15;Inv3;81,08;Inv5;0,5
1282;CLTS68-1;25-02-2017;NA;T3;1:26:47;1:28:15;NA;25-02-2017 1:26;25-02-2017 1:28;1,466666664;Inv1;Alimentos no perecibles;1,73;8,13;9,86;Inv3;32,51;Inv5;0,04
